Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),number_of_gears,CO2 Emissions(g/km)
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,10.9,6,256
MERCEDES-BENZ,TWO-SEATER,3.5,6,AS,Z,9.8,7,225
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,A,X,15.6,5,359
LINCOLN,FULL-SIZE,2.7,6,AS,X,12.0,6,281
HYUNDAI,SUBCOMPACT,3.8,6,AS,Z,12.3,8,283
MAZDA,MINIVAN,2.5,4,AS,X,9.6,5,226
GMC,SUV - STANDARD,3.6,6,A,X,11.7,6,275
MERCEDES-BENZ,SUBCOMPACT,3.0,6,A,Z,10.9,9,245
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A,Z,9.3,9,218
JEEP,SUV - SMALL,2.4,4,A,X,10.6,6,249
AUDI,TWO-SEATER,4.2,8,AM,Z,14.2,7,327
ASTON MARTIN,MINICOMPACT,5.9,12,A,Z,15.6,6,359
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,M,X,11.8,5,271
SCION,MINICOMPACT,1.3,4,AV,X,6.2,0,143
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,0,255
MINI,MID-SIZE,2.0,4,AS,Z,9.2,8,214
GMC,SUV - SMALL,3.6,6,A,X,12.0,6,276
NISSAN,MID-SIZE,1.6,4,AV,Z,8.7,7,205
KIA,MID-SIZE,2.0,4,M,X,7.6,6,180
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,E,17.8,6,285
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS,X,15.9,6,371
HYUNDAI,SUV - SMALL,2.4,4,A,X,10.0,6,230
SUBARU,MID-SIZE,2.5,4,AV,X,8.3,6,194
PORSCHE,SUV - STANDARD,4.8,8,A,Z,14.2,8,334
BUICK,FULL-SIZE,2.0,4,AS,Z,9.6,8,227
BMW,TWO-SEATER,3.0,6,AM,Z,12.1,7,278
FORD,SUV - STANDARD,3.5,6,AS,X,13.2,10,311
NISSAN,STATION WAGON - SMALL,2.0,4,AV,X,8.4,0,196
DODGE,MID-SIZE,2.4,4,M,X,8.8,6,207
BMW,SUV - SMALL,2.0,4,AS,Z,9.9,8,231
CADILLAC,COMPACT,2.7,4,AS,Z,10.0,10,234
TOYOTA,MID-SIZE,1.8,4,AV,X,7.5,0,174
KIA,STATION WAGON - SMALL,2.0,4,A,X,9.1,6,209
MINI,TWO-SEATER,1.6,4,AS,Z,8.1,6,186
MAZDA,TWO-SEATER,2.0,4,M,Z,7.8,6,183
FORD,SUV - SMALL,2.5,4,AS,E,13.3,6,219
GMC,PICKUP TRUCK - SMALL,2.5,4,A,X,10.8,6,252
FORD,SUV - STANDARD,3.5,6,AS,X,12.6,6,295
MAZDA,TWO-SEATER,2.0,4,M,Z,9.9,6,228
GMC,SUV - STANDARD,5.3,8,A,E,19.1,6,319
FORD,SUV - STANDARD,3.5,6,AS,X,12.5,6,288
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,17.5,10,290
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.5,6,318
KIA,COMPACT,1.6,4,AS,X,7.6,6,175
HONDA,COMPACT,1.8,4,AV,X,7.0,0,161
MINI,MID-SIZE,2.0,4,M,Z,9.7,6,228
BMW,SUV - STANDARD,4.4,8,A,Z,16.1,6,370
KIA,MID-SIZE,2.0,4,AS,X,7.2,6,170
CADILLAC,STATION WAGON - SMALL,3.6,6,AS,X,11.4,6,262
KIA,STATION WAGON - MID-SIZE,2.0,4,M,X,9.3,6,220
MERCEDES-BENZ,MID-SIZE,4.7,8,A,Z,12.0,9,280
BMW,FULL-SIZE,6.0,12,A,Z,15.5,8,356
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,X,12.5,6,294
MASERATI,MID-SIZE,3.0,6,AS,Z,12.6,8,295
AUDI,TWO-SEATER,5.2,10,AM,Z,14.9,7,347
KIA,FULL-SIZE,2.4,4,AS,X,8.1,6,193
BMW,COMPACT,3.0,6,AS,Z,9.6,8,224
FORD,COMPACT,1.6,4,M,X,8.1,6,191
CHEVROLET,COMPACT,3.6,6,M,X,11.2,6,261
MAZDA,MID-SIZE,2.5,4,AS,X,7.8,6,181
MERCEDES-BENZ,COMPACT,2.0,4,AS,Z,9.1,7,214
ACURA,COMPACT,2.4,4,M,Z,9.6,6,221
MAZDA,MID-SIZE,2.5,4,AS,X,7.8,6,183
TOYOTA,MID-SIZE,2.5,4,AS,X,8.2,8,190
FORD,SUV - STANDARD,3.5,6,AS,X,12.9,6,303
TOYOTA,SUV - STANDARD,5.7,8,AS,X,16.4,6,384
HONDA,MID-SIZE,2.0,4,AV,X,7.1,0,167
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A,X,14.1,8,331
TOYOTA,MID-SIZE,2.5,4,AV,X,6.0,0,141
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,E,17.2,6,275
MASERATI,SUBCOMPACT,4.7,8,AS,Z,15.0,6,354
LEXUS,SUV - STANDARD,5.7,8,AS,Z,16.5,6,380
BMW,COMPACT,4.4,8,AS,Z,12.1,8,283
HYUNDAI,FULL-SIZE,1.6,4,AM,X,8.6,7,205
HONDA,MID-SIZE,3.5,6,A,X,9.5,6,223
FORD,SUV - SMALL,2.0,4,AS,X,10.0,8,233
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS,X,13.4,7,315
VOLKSWAGEN,STATION WAGON - SMALL,2.0,4,M,D,6.7,6,179
TOYOTA,MID-SIZE,1.8,4,AV,X,7.6,7,178
CHEVROLET,COMPACT,1.8,4,AS,X,8.3,6,191
PORSCHE,SUV - STANDARD,4.8,8,A,Z,13.2,8,310
MERCEDES-BENZ,FULL-SIZE,6.0,12,AS,Z,15.5,7,357
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,10.9,6,257
HONDA,TWO-SEATER,1.5,4,M,X,7.3,6,169
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,14.1,6,330
SUBARU,MID-SIZE,2.5,4,AV,X,8.2,7,193
TOYOTA,SUV - SMALL,2.5,4,AS,X,9.7,6,226
DODGE,MID-SIZE,6.4,8,A,Z,13.0,8,304
VOLKSWAGEN,COMPACT,1.8,4,AS,X,8.1,6,186
CHEVROLET,MID-SIZE,1.4,4,AS,X,7.8,6,179
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A,Z,14.2,10,332
AUDI,COMPACT,2.0,4,AS,Z,10.1,6,236
NISSAN,MID-SIZE,2.0,4,AV,X,7.3,0,171
LAMBORGHINI,TWO-SEATER,6.5,12,AM,Z,17.9,7,412
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,17.8,6,295
DODGE,MID-SIZE,2.4,4,A,X,9.2,6,212
BMW,FULL-SIZE,2.0,4,A,Z,9.1,8,209
JAGUAR,MID-SIZE,2.0,4,AS,Z,8.8,8,207
CHEVROLET,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.4,0,216
GMC,VAN - PASSENGER,6.0,8,A,E,25.7,6,411
LEXUS,SUBCOMPACT,2.5,6,AS,Z,9.7,6,223
LINCOLN,SUV - SMALL,3.7,6,AS,X,12.1,6,278
VOLKSWAGEN,SUV - SMALL,2.0,4,AS,X,9.4,8,221
TOYOTA,MID-SIZE,2.5,4,AS,X,6.9,8,164
VOLKSWAGEN,COMPACT,1.8,4,AS,X,8.0,6,186
VOLKSWAGEN,MID-SIZE,3.6,6,AM,X,10.6,6,246
LINCOLN,SUV - SMALL,2.7,6,AS,X,11.0,8,258
JAGUAR,SUV - SMALL,3.0,6,AS,Z,11.8,8,277
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.5,6,326
MERCEDES-BENZ,SUV - STANDARD,4.7,8,A,Z,14.7,9,346
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM,X,9.4,6,220
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.6,6,273
DODGE,FULL-SIZE,5.7,8,A,X,13.4,5,313
HYUNDAI,MID-SIZE,1.8,4,M,X,7.7,6,177
JEEP,SUV - SMALL,2.0,4,A,X,11.2,8,263
MAZDA,SUV - SMALL,2.5,4,AS,X,9.0,6,210
CHRYSLER,FULL-SIZE,3.6,6,A,X,11.0,8,258
KIA,MID-SIZE,1.8,4,M,X,8.0,6,184
PORSCHE,MINICOMPACT,3.0,6,M,Z,10.4,7,242
HONDA,FULL-SIZE,1.5,4,AV,X,7.3,7,170
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,AS,X,9.5,6,218
VOLKSWAGEN,COMPACT,2.0,4,M,D,6.9,6,184
MAZDA,SUV - SMALL,2.2,4,AS,D,8.4,6,227
FORD,MID-SIZE,1.5,4,AS,X,8.4,6,197
FORD,SUV - SMALL,1.5,3,A,X,8.3,8,196
FORD,SUV - STANDARD,3.5,6,AS,X,12.8,6,294
PORSCHE,SUV - SMALL,3.6,6,A,Z,12.3,7,287
MASERATI,FULL-SIZE,3.0,6,AS,Z,12.9,8,302
CADILLAC,MID-SIZE,2.0,4,AS,Z,9.5,8,222
BMW,SUBCOMPACT,4.4,8,AM,Z,14.7,7,344
BMW,SUV - SMALL,3.0,6,AS,Z,10.9,8,251
LEXUS,MID-SIZE,5.0,8,AV,Z,11.4,8,262
JEEP,SUV - STANDARD,6.4,8,A,Z,15.8,8,363
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV,X,10.2,7,240
ASTON MARTIN,MINICOMPACT,5.2,12,A,Z,13.3,8,312
SUBARU,MID-SIZE,2.5,4,AV,X,7.9,6,185
CHEVROLET,COMPACT,3.6,6,M,X,11.5,6,265
MERCEDES-BENZ,TWO-SEATER,6.0,12,A,Z,14.5,7,339
GMC,SUV - STANDARD,3.6,6,A,X,10.9,9,257
PORSCHE,TWO-SEATER,2.5,4,AM,Z,9.9,7,231
JAGUAR,FULL-SIZE,3.0,6,AS,Z,12.5,8,288
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,12.7,6,298
RAM,PICKUP TRUCK - STANDARD,5.7,8,A,X,15.4,6,354
RAM,PICKUP TRUCK - STANDARD,5.7,8,A,X,14.1,8,324
VOLVO,MID-SIZE,2.0,4,AS,Z,8.8,8,206
CHEVROLET,SUV - SMALL,1.4,4,AS,X,9.1,6,214
FORD,VAN - PASSENGER,3.7,6,AS,E,21.0,6,345
LAMBORGHINI,TWO-SEATER,6.5,12,AM,Z,19.8,7,464
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A,X,13.8,5,326
TOYOTA,MID-SIZE,2.5,4,AV,X,5.9,0,136
MERCEDES-BENZ,COMPACT,4.7,8,AS,Z,12.3,7,283
HONDA,COMPACT,2.0,4,M,X,8.1,6,189
BMW,SUV - SMALL,2.0,4,AS,Z,8.8,8,207
BMW,MID-SIZE,4.4,8,A,Z,12.2,8,281
TOYOTA,MINIVAN,3.5,6,AS,X,12.4,6,285
MITSUBISHI,STATION WAGON - SMALL,2.0,4,AV,X,8.3,6,191
AUDI,SUBCOMPACT,2.0,4,AS,Z,10.0,8,230
PORSCHE,MINICOMPACT,3.0,6,AM,Z,9.6,7,225
DODGE,MINIVAN,3.6,6,A,E,16.7,6,274
VOLKSWAGEN,SUV - SMALL,2.0,4,AS,X,9.8,8,228
VOLKSWAGEN,SUBCOMPACT,2.0,4,M,Z,9.2,6,212
LEXUS,SUV - STANDARD,3.5,6,AV,Z,7.9,6,185
MERCEDES-BENZ,MID-SIZE,2.0,4,AS,Z,8.3,7,179
AUDI,TWO-SEATER,5.2,10,M,Z,16.4,6,377
BMW,SUBCOMPACT,4.4,8,M,Z,13.7,6,321
MITSUBISHI,COMPACT,2.0,4,AV,X,7.9,6,183
MERCEDES-BENZ,MID-SIZE,2.0,4,AM,Z,9.1,7,215
HONDA,PICKUP TRUCK - STANDARD,3.5,6,AS,X,11.4,9,269
CHEVROLET,SUV - SMALL,3.6,6,A,X,12.1,6,278
BUICK,MID-SIZE,2.0,4,AS,Z,9.6,8,227
FORD,PICKUP TRUCK - STANDARD,3.5,6,A,X,12.5,6,293
TOYOTA,COMPACT,1.5,4,M,X,7.1,5,163
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,M,X,10.7,6,251
VOLVO,SUV - SMALL,2.0,4,AS,Z,9.0,8,211
ACURA,COMPACT,2.4,4,AM,Z,8.9,8,209
MERCEDES-BENZ,SUBCOMPACT,4.0,8,A,Z,11.7,9,275
JEEP,SUV - STANDARD,5.7,8,A,X,14.8,8,340
NISSAN,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,0,200
NISSAN,MID-SIZE,3.5,6,AV,X,9.0,0,207
MERCEDES-BENZ,TWO-SEATER,4.0,8,AM,Z,13.8,7,322
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.5,6,326
TOYOTA,COMPACT,1.5,4,AV,X,4.7,0,111
INFINITI,MID-SIZE,3.7,6,AS,Z,11.7,7,274
JEEP,SUV - SMALL,3.2,6,A,X,10.8,9,253
GMC,SUV - STANDARD,5.3,8,A,X,13.0,6,305
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,17.6,10,293
VOLKSWAGEN,STATION WAGON - SMALL,2.0,4,M,D,7.3,6,196
VOLKSWAGEN,COMPACT,2.0,4,AS,X,8.1,6,189
BMW,FULL-SIZE,3.0,6,AS,Z,10.3,8,237
TOYOTA,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.6,0,131
PORSCHE,SUV - STANDARD,3.0,6,A,D,9.8,8,270
ASTON MARTIN,MINICOMPACT,6.0,12,A,Z,14.8,8,340
FORD,SUBCOMPACT,5.0,8,AS,X,12.5,10,291
PORSCHE,FULL-SIZE,3.0,6,AM,Z,10.4,8,242
MITSUBISHI,COMPACT,1.2,3,M,X,6.4,5,147
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,A,X,11.1,8,262
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS,Z,16.5,7,380
MINI,COMPACT,1.6,4,M,Z,8.5,6,196
MITSUBISHI,COMPACT,1.2,3,M,X,6.3,5,147
MAZDA,COMPACT,2.5,4,AS,X,7.2,6,169
VOLVO,MID-SIZE,2.0,4,AS,Z,9.4,8,219
INFINITI,SUBCOMPACT,3.7,6,M,Z,11.6,6,267
AUDI,SUBCOMPACT,2.0,4,M,Z,9.3,6,214
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A,Z,14.1,8,330
TOYOTA,COMPACT,1.5,4,A,X,7.3,4,168
RAM,PICKUP TRUCK - STANDARD,3.0,6,A,D,9.8,8,264
VOLKSWAGEN,MID-SIZE,1.8,4,M,X,8.6,5,198
FORD,PICKUP TRUCK - STANDARD,3.0,6,AS,D,9.7,10,260
FORD,SUV - STANDARD,3.5,6,AS,X,12.7,6,299
MASERATI,MID-SIZE,3.0,6,AS,Z,12.2,8,286
HONDA,FULL-SIZE,1.5,4,AV,X,7.2,0,168
HYUNDAI,FULL-SIZE,5.0,8,AS,Z,14.2,8,327
INFINITI,SUV - SMALL,3.7,6,AS,Z,12.8,7,294
JEEP,SUV - SMALL,1.3,4,A,X,8.7,9,204
HONDA,SUV - SMALL,3.5,6,AS,X,11.0,9,256
GMC,VAN - PASSENGER,4.8,8,A,X,18.1,6,416
DODGE,SUV - STANDARD,3.6,6,A,X,12.1,8,278
AUDI,SUBCOMPACT,2.0,4,AM,Z,10.2,6,235
HYUNDAI,COMPACT,1.6,4,M,X,7.8,6,186
HONDA,MID-SIZE,2.0,4,AV,X,5.0,0,115
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV,X,9.9,7,232
LAND ROVER,SUV - STANDARD,5.0,8,AS,E,20.7,8,331
MINI,MINICOMPACT,1.6,4,AS,Z,8.1,6,186
BENTLEY,SUBCOMPACT,6.0,12,AS,Z,16.0,8,368
RAM,SPECIAL PURPOSE VEHICLE,2.4,4,A,X,9.9,9,232
MERCEDES-BENZ,MID-SIZE,2.0,4,A,Z,9.7,9,228
LEXUS,COMPACT,3.5,6,AS,Z,11.0,6,253
MERCEDES-BENZ,COMPACT,2.0,4,A,Z,9.4,9,219
TOYOTA,MINIVAN,3.5,6,AS,X,12.5,6,290
LEXUS,COMPACT,1.8,4,AV,X,5.7,0,131
BMW,COMPACT,2.0,4,AS,Z,9.1,8,209
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS,Z,14.2,7,327
PORSCHE,MINICOMPACT,3.8,6,AM,Z,11.0,7,257
GMC,PICKUP TRUCK - SMALL,2.5,4,M,X,10.9,6,254
HYUNDAI,SUV - SMALL,3.3,6,A,X,11.2,6,258
SUBARU,MID-SIZE,2.5,4,M,X,9.5,6,222
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,11.0,6,259
FORD,MID-SIZE,1.6,4,M,X,8.1,6,186
HYUNDAI,FULL-SIZE,5.0,8,AS,Z,13.3,8,312
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A,Z,9.5,9,221
FORD,VAN - PASSENGER,3.5,6,AS,X,14.7,6,345
BMW,FULL-SIZE,3.0,6,AS,Z,11.2,8,263
INFINITI,MID-SIZE,2.0,4,AS,Z,9.7,7,229
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,A,X,12.3,4,283
HONDA,COMPACT,1.8,4,M,X,7.7,5,177
FORD,FULL-SIZE,3.5,6,AS,X,12.4,6,291
FORD,VAN - CARGO,5.4,8,A,X,17.2,4,396
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,M,X,10.5,5,242
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.1,6,306
LEXUS,MID-SIZE,4.6,8,AS,Z,12.3,8,283
PORSCHE,MINICOMPACT,3.8,6,AM,Z,10.6,7,250
JEEP,SUV - SMALL,2.4,4,A,X,10.0,6,235
LINCOLN,SUV - STANDARD,3.5,6,AS,X,13.4,10,314
PORSCHE,MINICOMPACT,3.8,6,AM,Z,10.7,7,251
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A,D,11.7,6,315
HONDA,MID-SIZE,3.5,6,M,X,10.9,6,251
ACURA,SUV - SMALL,3.5,6,AS,Z,11.0,9,259
BMW,SUV - STANDARD,3.0,6,AS,Z,11.1,8,255
LAND ROVER,SUV - STANDARD,5.0,8,AS,Z,12.9,8,305
VOLKSWAGEN,COMPACT,2.0,4,M,X,8.7,6,203
KIA,SUV - SMALL,2.0,4,A,X,11.4,6,262
LAMBORGHINI,SUV - STANDARD,4.0,8,AS,Z,16.9,8,384
MAZDA,SUV - SMALL,2.0,4,M,X,8.8,6,206
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.1,10,307
CHEVROLET,FULL-SIZE,2.5,4,AS,X,9.6,6,225
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,12.9,8,303
VOLVO,SUV - STANDARD,2.0,4,AS,Z,9.7,8,227
FORD,MID-SIZE,2.0,4,AS,X,9.3,6,214
BMW,SUV - SMALL,2.0,4,AS,Z,10.2,8,238
AUDI,SUBCOMPACT,2.0,4,M,Z,9.0,6,210
AUDI,COMPACT,2.0,4,AM,Z,8.7,7,204
FORD,SUV - STANDARD,2.3,4,AS,X,11.3,6,266
BMW,SUBCOMPACT,3.0,6,M,Z,11.8,6,278
FORD,COMPACT,2.0,4,M,X,8.3,5,195
AUDI,MID-SIZE,4.0,8,AS,Z,13.4,8,312
PORSCHE,MINICOMPACT,3.8,6,M,Z,11.6,7,272
JEEP,SUV - SMALL,2.4,4,A,E,12.2,9,201
NISSAN,STATION WAGON - SMALL,2.0,4,M,X,9.2,6,216
NISSAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.4,0,220
NISSAN,TWO-SEATER,3.7,6,AS,Z,11.1,7,261
FORD,SUV - STANDARD,3.5,6,AS,X,12.4,10,291
INFINITI,MID-SIZE,5.6,8,AS,Z,12.9,7,297
FORD,MID-SIZE,2.3,4,M,Z,10.8,6,252
GMC,SUV - STANDARD,6.2,8,A,Z,13.8,10,325
MERCEDES-BENZ,MID-SIZE,4.0,8,A,Z,11.3,9,265
INFINITI,MID-SIZE,2.0,4,AS,Z,9.1,7,214
DODGE,MINIVAN,3.6,6,A,E,16.4,6,269
TOYOTA,SUV - SMALL,2.5,4,AV,X,7.3,6,170
VOLKSWAGEN,SUV - SMALL,2.0,4,M,Z,11.2,6,258
LAMBORGHINI,TWO-SEATER,6.5,12,AM,Z,18.4,7,423
MERCEDES-BENZ,SUV - SMALL,4.0,8,A,Z,13.2,9,309
KIA,FULL-SIZE,2.0,4,AS,X,9.3,6,222
PORSCHE,MINICOMPACT,3.4,6,M,Z,10.7,7,251
GMC,PICKUP TRUCK - STANDARD,6.2,8,A,Z,14.1,8,331
MERCEDES-BENZ,COMPACT,4.0,8,AS,Z,11.7,7,268
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A,X,12.7,5,299
MASERATI,SUV - STANDARD,3.0,6,AS,Z,14.7,8,340
DODGE,MID-SIZE,6.4,8,A,Z,12.9,8,297
JEEP,SUV - SMALL,2.0,4,A,X,10.0,8,233
AUDI,TWO-SEATER,5.2,10,AM,Z,14.8,7,347
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,E,17.8,8,285
JEEP,SUV - SMALL,3.2,6,A,X,11.6,9,269
BMW,SUV - SMALL,2.0,4,AS,Z,9.2,8,215
AUDI,SUV - SMALL,3.0,6,AS,D,9.0,8,244
HYUNDAI,FULL-SIZE,2.4,4,A,X,8.5,6,196
VOLKSWAGEN,COMPACT,2.0,4,A,Z,9.0,6,207
SUBARU,SUV - SMALL,2.0,4,M,X,9.4,6,220
FORD,SUBCOMPACT,5.0,8,M,X,12.5,6,288
HYUNDAI,FULL-SIZE,2.0,4,AS,X,9.1,6,209
NISSAN,STATION WAGON - SMALL,1.6,4,AV,Z,8.2,7,194
AUDI,SUV - SMALL,2.0,4,AS,Z,9.2,8,212
AUDI,SUBCOMPACT,4.2,8,AM,Z,12.8,7,294
MINI,MID-SIZE,2.0,4,AS,Z,9.0,8,210
AUDI,MID-SIZE,4.0,8,AM,Z,11.7,7,269
KIA,COMPACT,1.6,4,M,X,7.5,6,175
SUBARU,MINICOMPACT,2.0,4,M,Z,10.2,6,239
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS,Z,12.4,7,285
BMW,COMPACT,3.0,6,AS,Z,9.7,8,228
VOLKSWAGEN,SUBCOMPACT,1.8,4,AS,X,8.7,6,200
AUDI,SUV - STANDARD,3.0,6,AS,D,10.7,8,290
PORSCHE,MINICOMPACT,3.4,6,M,Z,11.1,7,255
HYUNDAI,MID-SIZE,1.6,4,AV,X,7.5,0,178
CHEVROLET,MID-SIZE,2.0,4,AS,D,7.1,6,192
LEXUS,MID-SIZE,5.0,8,AV,Z,11.5,8,264
DODGE,MID-SIZE,5.7,8,M,Z,13.1,6,307
MERCEDES-BENZ,TWO-SEATER,3.0,6,A,Z,10.1,9,236
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,17.7,10,294
MERCEDES-BENZ,MID-SIZE,3.0,6,A,Z,10.9,9,255
BUICK,COMPACT,2.4,4,AS,X,9.7,6,226
MINI,MID-SIZE,2.0,4,AS,Z,9.3,8,220
AUDI,COMPACT,2.0,4,AS,Z,10.3,6,242
INFINITI,SUV - STANDARD,2.5,4,AV,X,8.7,7,200
MAZDA,MID-SIZE,2.0,4,AS,X,7.0,6,161
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,13.2,6,309
LEXUS,MID-SIZE,3.5,6,AV,Z,7.6,8,175
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,11.4,10,268
MERCEDES-BENZ,MID-SIZE,2.0,4,A,Z,9.5,9,246
HONDA,MID-SIZE,3.5,6,M,X,10.9,6,253
VOLKSWAGEN,COMPACT,2.5,5,M,X,9.6,5,221
JAGUAR,SUV - SMALL,5.0,8,AS,Z,12.9,8,303
PORSCHE,SUV - STANDARD,4.8,8,A,Z,13.9,8,326
CHEVROLET,COMPACT,6.2,8,AS,Z,12.8,6,294
ACURA,COMPACT,1.5,4,AV,Z,5.9,7,136
BMW,SUBCOMPACT,3.0,6,AM,Z,12.6,7,294
MITSUBISHI,SUV - SMALL,2.0,4,M,X,9.3,5,216
JAGUAR,TWO-SEATER,5.0,8,AS,Z,13.3,6,311
TOYOTA,MID-SIZE,1.8,4,AV,X,6.8,0,156
CHEVROLET,SUV - SMALL,3.6,6,A,X,13.0,6,304
SCION,COMPACT,2.5,4,M,X,9.0,6,210
BUICK,SUV - SMALL,1.4,4,AS,X,8.9,6,210
VOLVO,COMPACT,2.0,4,AS,Z,8.9,8,205
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A,X,11.3,6,265
FORD,SUV - SMALL,1.6,4,AS,X,8.9,6,208
BMW,MID-SIZE,4.4,8,M,Z,13.7,6,315
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A,Z,15.2,10,357
TOYOTA,MINIVAN,3.5,6,AS,X,11.4,6,262
CHEVROLET,SUV - SMALL,2.4,4,A,E,14.2,6,234
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,11.8,8,278
BENTLEY,SUV - STANDARD,6.0,12,AS,Z,17.2,8,401
AUDI,MID-SIZE,4.0,8,AS,Z,12.8,8,300
CHEVROLET,SUV - SMALL,3.6,6,A,X,12.8,6,300
FORD,SUV - SMALL,2.7,6,AS,X,11.9,6,278
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS,Z,11.4,7,268
VOLKSWAGEN,MID-SIZE,1.8,4,AS,X,8.0,6,187
FIAT,TWO-SEATER,1.4,4,A,X,8.0,6,187
SUBARU,COMPACT,2.5,4,M,Z,12.8,6,296
AUDI,SUBCOMPACT,2.0,4,AM,X,9.5,7,221
SUBARU,COMPACT,2.5,4,M,Z,11.2,5,258
FORD,SUV - SMALL,2.0,4,AS,X,9.1,8,213
MERCEDES-BENZ,FULL-SIZE,6.0,12,AS,Z,14.5,7,350
ACURA,COMPACT,3.5,6,AS,Z,10.3,9,240
MERCEDES-BENZ,SUBCOMPACT,2.0,4,AS,Z,8.1,7,186
LAND ROVER,SUV - SMALL,2.0,4,AS,Z,11.3,9,266
TOYOTA,SUV - SMALL,3.5,6,AS,X,11.3,6,260
FORD,SUBCOMPACT,2.3,4,M,X,10.3,6,240
VOLVO,SUV - SMALL,2.0,4,AS,Z,9.4,8,216
VOLVO,COMPACT,3.0,6,AS,X,11.0,6,253
PORSCHE,TWO-SEATER,2.7,6,M,Z,9.9,6,228
AUDI,SUV - SMALL,2.0,4,AS,Z,10.5,8,246
HONDA,MID-SIZE,1.5,4,M,Z,7.4,6,173
MERCEDES-BENZ,COMPACT,5.5,8,AS,Z,13.1,7,308
DODGE,FULL-SIZE,3.6,6,A,E,15.9,5,264
CHEVROLET,COMPACT,6.2,8,AS,Z,16.8,6,386
AUDI,MID-SIZE,2.9,6,AS,Z,11.5,8,268
BMW,FULL-SIZE,2.0,4,AS,Z,8.9,8,208
KIA,MID-SIZE,2.4,4,AS,X,8.7,6,200
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS,Z,8.7,8,204
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV,X,9.8,7,225
SCION,MINICOMPACT,2.0,4,AS,Z,8.4,6,193
FIAT,MINICOMPACT,1.4,4,M,X,7.8,5,182
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,11.3,10,265
JAGUAR,TWO-SEATER,5.0,8,AS,Z,13.3,8,311
FORD,SUBCOMPACT,2.3,4,AS,X,9.4,10,221
TOYOTA,MID-SIZE,2.5,4,AS,X,7.6,8,177
